name,,location,address,,,,,food,cost ,,tablebooking,onlinedelivery,,,,rating,,Rating text,cuisines,food,cost
Zaika,,Noida,"Tradex Tower 2, Alpha Commercial Belt, Alpha 1, Greater Noida, Noida",,,,,"North Indian, Mughlai",600,,No,No,,,,2.8,,Average,,"North Indian, Mughlai",600
Domino's Pizza,,Noida,"Shop 114, Ground Floor, MSX Mall, Surajpur Industrial Area, Greater Noida, Noida",,,,,"Pizza, Fast Food",700,,No,No,,,,3.5,,Good,,"Pizza, Fast Food",700
Night Food Service,,Noida,"Green Market, Phase II, Greater Noida, Noida",,,,,"Fast Food, North Indian, Chinese",350,,No,No,,,,3.8,,Good,,"Fast Food, North Indian, Chinese",350
Uncle's Patty,,Noida,"21/A, Krishna Apra Plaza, Commercial Belt, Alpha 1, Greater Noida, Noida",,,,,Fast Food,500,,No,No,,,,3.5,,Good,,Fast Food,500
Baskin Robbins,,Noida,"Shop GF-26, Omaxe NRI City Center, Greater Noida, Noida",,,,,Ice Cream,300,,No,Yes,,,,0,,Not rated,,Ice Cream,300
Evergreen Food Point,,Noida,"Krishna Apra Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida",,,,,"Mithai, Street Food",100,,No,No,,,,0,,Not rated,,"Mithai, Street Food",100
Food Plaza,,Noida,"Opposite Ansal Mall, Knowledge Park 1, Pari Chowk, Greater Noida, Noida",,,,,"North Indian, Chinese",400,,No,No,,,,0,,Not rated,,"North Indian, Chinese",400
Giani,,Noida,"GF-29, Parsvnath Bibhav Plaza, Alpha 1, Greater Noida, Noida",,,,,"Ice Cream, Desserts",400,,No,Yes,,,,0,,Not rated,,"Ice Cream, Desserts",400
Grill Inn,,Noida,"G-4, Tradex Tower- 2, Alpha Commercial Market, Greater Noida, Noida",,,,,Fast Food,300,,No,Yes,,,,0,,Not rated,,Fast Food,300
Hunger's Hut,,Noida,"Shop 1, Swarn Nagri Market, Greater Noida, Noida",,,,,"North Indian, Mughlai",350,,No,Yes,,,,0,,Not rated,,"North Indian, Mughlai",350
Kanha Cake O' Pastry,,Noida,"Shop GF-17, Block B, Omaxe NRI City Center, Omega II, Greater Noida, Noida",,,,,Bakery,250,,No,No,,,,0,,Not rated,,Bakery,250
Serendipity Cafe,,Noida,"Ground Floor, Ansal Plaza Mall, Knowledge Park I, Pari Chowk, Greater Noida, Noida",,,,,Cafe,300,,No,No,,,,0,,Not rated,,Cafe,300
Spice Affair,,Noida,"Plot 12A, Knowledge Park 3, Greater Noida, Noida",,,,,"North Indian, Chinese",500,,No,No,,,,0,,Not rated,,"North Indian, Chinese",500
Tandoori Junction,,Noida,"G-17, Max Tower 1, Commercial Belt, Alpha 1, Greater Noida, Noida",,,,,North Indian,300,,No,No,,,,0,,Not rated,,North Indian,300
Tod-Bistro Cafe,,Noida,"G-10, Parshavnath Bibhav Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida",,,,,Fast Food,300,,No,Yes,,,,0,,Not rated,,Fast Food,300
Upper Deck,,Noida,"Plot 8, J S Plaza, Behind Ansal Plaza, Near Pari Chowk, Greater Noida, Noida",,,,,"North Indian, Chinese",1000,,Yes,No,,,,0,,Not rated,,"North Indian, Chinese",1000
Vadilal Ice Cream Parlour,,Noida,"Omaxe NRI City Mall, Pari Chowk, Greater Noida, Noida",,,,,Ice Cream,100,,No,No,,,,0,,Not rated,,Ice Cream,100
Wich 'N' Shake,,Noida,"GF-30, Parsavnath Bibhab Plaza, Commercial Belt, Alpha-1, Greater Noida, Noida",,,,,"Beverages, Fast Food",200,,No,No,,,,0,,Not rated,,"Beverages, Fast Food",200
Desi Galli,,Noida,"Behind Harsha Mall, Alpha 1, Commercial Belt, Greater Noida, Noida",,,,,"North Indian, Chinese",500,,No,Yes,,,,2.9,,Average,,"North Indian, Chinese",500
Mr. Flavour,,Noida,"GF-7A, Harsha Mall, Near Kotak Mahindra Bank, Commercial Belt, Alpha-1, Greater Noida, Noida",,,,,"North Indian, Chinese",500,,No,Yes,,,,2.7,,Average,,"North Indian, Chinese",500
Wah Ji Wah,,Noida,"GF-17, Harsha Mall, Alpha 1, Comercial Belt, Greater Noida, Noida",,,,,North Indian,300,,No,No,,,,3.1,,Average,,North Indian,300
Indian Diners,,Noida,"Hotel Golf View, 14/1, Opposite Botanical Garden Metro Station, Sector 37, Noida",,,,,"North Indian, Chinese, Continental",1300,,Yes,No,,,,3,,Average,,"North Indian, Chinese, Continental",1300
Airborne,,Noida,"Hotel Golf View, 14/1, Opposite Botanical Garden Metro Station, Sector 37, Noida",,,,,"North Indian, Chinese, Continental, Mughlai",2000,,Yes,No,,,,0,,Not rated,,"North Indian, Chinese, Continental, Mughlai",2000
Vivino - Hotel Golf View,,Noida,"Hotel Golf View, 14/1, Opposite Botanical Garden Metro Station, Sector 37, Noida",,,,,Continental,1200,,Yes,No,,,,0,,Not rated,,Continental,1200
Gravity,,Noida,"402, 3rd Floor, Jaipuria Plaza, Sector 26, Noida",,,,,"Chinese, Mughlai, North Indian",1000,,Yes,Yes,,,,2.6,,Average,,"Chinese, Mughlai, North Indian",1000
Kolkata Biryani House,,Noida,"138, Jaipuria Plaza, Sector 26, Noida",,,,,"North Indian, Mughlai, Biryani",500,,No,Yes,,,,2.8,,Average,,"North Indian, Mughlai, Biryani",500
Rotees n More,,Noida,"Shop 118, Jaipuria Plaza, Sector 26, Noida",,,,,"North Indian, Chinese",350,,No,Yes,,,,3.2,,Average,,"North Indian, Chinese",350
Saleem's Takeaway,,Noida,"D 68/K1, Jaipuria Plaza, Sector 26, Noida",,,,,"North Indian, Mughlai, Chinese",600,,No,No,,,,2.6,,Average,,"North Indian, Mughlai, Chinese",600
Sikandrabadi Biryani,,Noida,"122, Ground Floor, Jaipuria Plaza, Sector 26, Noida, Delhi NCR",,,,,"Biryani, North Indian",400,,No,Yes,,,,3.4,,Average,,"Biryani, North Indian",400
Wok N Spice,,Noida,"Shop 157, Jaipuria Plaza, Sector 26, Noida",,,,,"Chinese, Fast Food",300,,No,No,,,,3.1,,Average,,"Chinese, Fast Food",300
Zaika Hindustani,,Noida,"107 & 109, Jaipuria Plaza, Sector 26, Noida",,,,,"Mughlai, North Indian, Chinese",600,,No,No,,,,2.7,,Average,,"Mughlai, North Indian, Chinese",600
Chanda Food,,Noida,"140 Jaipuria Plaza, Sector 26, Noida",,,,,Chinese,350,,No,No,,,,3.6,,Good,,Chinese,350
Chhote Nawab,,Noida,"Jaipuria Plaza, Sector 26, Noida",,,,,Lucknowi,250,,No,Yes,,,,3.5,,Good,,Lucknowi,250
Delish BBQ,,Noida,"Shop 116, Jaipuria Plaza, Sector 26, Noida",,,,,"North Indian, Chinese, Thai",500,,No,Yes,,,,3.9,,Good,,"North Indian, Chinese, Thai",500
Goli Vada Pav No. 1,,Noida,"120, Ground Floor, Jaipuria Plaza, Sector 26, Noida",,,,,Street Food,150,,No,Yes,,,,3.6,,Good,,Street Food,150
Happy Hakka,,Noida,"149, Jaipuria Plaza, Sector 26, Noida",,,,,"Chinese, Asian, Thai",650,,No,Yes,,,,3.6,,Good,,"Chinese, Asian, Thai",650
Sadda Adda,,Noida,"LGF 11, Jaipuria Plaza, Sector 26, Noida",,,,,Cafe,300,,No,No,,,,0,,Not rated,,Cafe,300
Baker's Studio - Jaypee Greens,,Noida,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida",,,,,Bakery,1000,,No,No,,,,3.4,,Average,,Bakery,1000
Matrix - Jaypee Greens,,Noida,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida",,,,,Finger Food,2000,,Yes,No,,,,3.2,,Average,,Finger Food,2000
Tea Lounge - Jaypee Greens,,Noida,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida",,,,,Cafe,900,,No,No,,,,2.9,,Average,,Cafe,900
Paatra - Jaypee Greens,,Noida,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida",,,,,North Indian,3500,,Yes,No,,,,3.5,,Good,,North Indian,3500
Cooks Cafe - Jaypee Greens,,Noida,"Jaypee Greens, Surajpur Kasna Road, Greater Noida, Noida",,,,,"Continental, North Indian",1500,,Yes,No,,,,3.3,,Average,,"Continental, North Indian",1500
The Butler & The Chef - Jaypee Greens,,Noida,"Jaypee Greens, Surajpur Kasna Road, Greater Noida, Noida",,,,,Finger Food,2200,,Yes,No,,,,0,,Not rated,,Finger Food,2200
Burger King,,Noida,"3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,"Burger, Fast Food",500,,No,Yes,,,,3.3,,Average,,"Burger, Fast Food",500
Cafe Pitacos,,Noida,"Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,"Continental, Mexican, Mediterranean",600,,No,Yes,,,,3,,Average,,"Continental, Mexican, Mediterranean",600
Cinnabon & Auntie Anne's,,Noida,"Atrium CafÌ©, Ground Floor, Logix City Centre, Sector 32, Near Sector 31, Noida",,,,,"Desserts, Beverages",500,,No,No,,,,3.1,,Average,,"Desserts, Beverages",500
Cocoberry,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,Desserts,300,,No,No,,,,3.4,,Average,,Desserts,300
Hakka Haus,,Noida,"Level 2, Logix city Center Mall, Sector 34, Noida",,,,,"Chinese, Thai",950,,No,No,,,,3.2,,Average,,"Chinese, Thai",950
Kebab Xpress,,Noida,"3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,"North Indian, Mughlai",600,,No,No,,,,2.9,,Average,,"North Indian, Mughlai",600
KFC,,Noida,"Shop 9, Plot  BW 58, Logix City Centre, Sector 32, Near, Sector 34, Noida",,,,,"American, Fast Food, Burger",500,,No,Yes,,,,2.5,,Average,,"American, Fast Food, Burger",500
Mad Over Donuts,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,Desserts,450,,No,Yes,,,,3.2,,Average,,Desserts,450
Ni Hao,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,Chinese,700,,No,No,,,,3,,Average,,Chinese,700
Pizza Hut,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,"Italian, Pizza, Fast Food",1000,,No,No,,,,2.6,,Average,,"Italian, Pizza, Fast Food",1000
Subway,,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,"American, Fast Food, Salad, Healthy Food",500,,No,Yes,,,,2.6,,Average,,"American, Fast Food, Salad, Healthy Food",500
Time To Tea,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",,,,,"Tea, Fast Food",350,,No,No,,,,2.8,,Average,,"Tea, Fast Food",350
Vaango!,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,South Indian,450,,No,No,,,,2.8,,Average,,South Indian,450
Biryani Blues,,Noida,"Food Court, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,"Biryani, Hyderabadi",1000,,No,No,,,,3.5,,Good,,"Biryani, Hyderabadi",1000
Jungle Jamboree,,Noida,"Logix City Centre, FD-03, 2nd Floor, Sector 32 Near, Sector 34, Noida",,,,,"North Indian, Continental, Chinese, Italian, Thai, Mughlai",1200,,No,No,,,,3.8,,Good,,"North Indian, Continental, Chinese, Italian, Thai, Mughlai",1200
Keventers,,Noida,"Shop 1, 3rd Floor, Logix City Center, Sector 32, Near, Sector 34, Noida",,,,,Beverages,400,,No,No,,,,3.5,,Good,,Beverages,400
Pita Pit,,Noida,"FC 12A, 3rd Floor, Logix City Center, Sector 32, Near Sector 34, Noida",,,,,"Healthy Food, Salad",600,,No,Yes,,,,3.6,,Good,,"Healthy Food, Salad",600
Baskin Robbins,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,Ice Cream,300,,No,No,,,,0,,Not rated,,Ice Cream,300
Cha Cha Cha,,Noida,"2nd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",,,,,"Beverages, Fast Food",300,,No,No,,,,0,,Not rated,,"Beverages, Fast Food",300
Chai Thela,,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,"Tea, Fast Food",250,,No,No,,,,0,,Not rated,,"Tea, Fast Food",250
Costa Coffee,,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,Cafe,600,,No,No,,,,0,,Not rated,,Cafe,600
Dolce Gelato,,Noida,"2nd Floor, Logix City Center Mall, Sector 32, Near Sector 34, Noida",,,,,"Ice Cream, Beverages, Fast Food",300,,No,No,,,,0,,Not rated,,"Ice Cream, Beverages, Fast Food",300
Joost Juice Bar,,Noida,"Lowe Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",,,,,Beverages,300,,No,No,,,,0,,Not rated,,Beverages,300
Juice Lounge,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,"Juices, Fast Food",300,,No,No,,,,0,,Not rated,,"Juices, Fast Food",300
Kings Kulfi,,Noida,"Food Court, Logix City Centre, Sector 32, Near, Sector 34, Noida",,,,,"Desserts, Ice Cream",300,,No,No,,,,0,,Not rated,,"Desserts, Ice Cream",300
Kwality Wall's Swirl's,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,"Ice Cream, Desserts",200,,No,No,,,,0,,Not rated,,"Ice Cream, Desserts",200
Mx Corn,,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",,,,,Fast Food,100,,No,No,,,,0,,Not rated,,Fast Food,100
The Gaming Vegas,,Noida,"301, The Gaming Vegas, Logix City Center, Sector 32, Near Sector 34, Noida",,,,,Fast Food,400,,No,No,,,,0,,Not rated,,Fast Food,400
Chicago Pizza,,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",,,,,Pizza,600,,No,Yes,,,,2.3,,Poor,,Pizza,600
Mr. Sub,,Noida,"Logix City Centre, Sector 32, Near Sector 34, Noida",,,,,Fast Food,400,,No,Yes,,,,2.3,,Poor,,Fast Food,400
Kwality Wall's Swirl's,,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida",,,,,"Ice Cream, Desserts",200,,No,No,,,,0,,Not rated,,"Ice Cream, Desserts",200
My Corn,,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida",,,,,Fast Food,100,,No,No,,,,0,,Not rated,,Fast Food,100
Flluid - Mosaic Hotels,,Noida,"Mosaic Hotels, C-1, Sector 18, Noida",,,,,"Continental, North Indian, Mexican",2200,,Yes,No,,,,3.2,,Average,,"Continental, North Indian, Mexican",2200
Latitude - Mosaic Hotels,,Noida,"Mosaic Hotels, C-1, Sector 18, Noida",,,,,"North Indian, Chinese",1700,,Yes,No,,,,3.3,,Average,,"North Indian, Chinese",1700
Baker's Zone,,Noida,"MSX Mall, Site 4, Greater Noida, Noida",,,,,Bakery,200,,No,Yes,,,,2.9,,Average,,Bakery,200
Chakna,,Noida,"Shop 1 & 2, Food Court, 3rd Floor, MSX Mall, Greater Noida, Noida",,,,,"North Indian, Chinese",450,,No,Yes,,,,2.7,,Average,,"North Indian, Chinese",450
Get Set Go,,Noida,"2nd Floor, MSX Mall, Swarn Nagari, Greater Noida, Noida",,,,,"North Indian, Chinese, Continental",800,,No,No,,,,3.1,,Average,,"North Indian, Chinese, Continental",800
Sip & Snacks,,Noida,"MSX Mall, Greater Noida, Noida",,,,,"Chinese, North Indian",550,,No,Yes,,,,3.2,,Average,,"Chinese, North Indian",550
The Anna,,Noida,"Shop 135, MSX Mall, Surajpur Site IV, Delhi NCR, Greater Noida, Noida",,,,,"Chinese, South Indian, Fast Food",400,,No,Yes,,,,2.8,,Average,,"Chinese, South Indian, Fast Food",400
Kathi Junction,,Noida,"Shop 132, Ground Floor, MSX Mall, Greater Noida, Noida",,,,,Fast Food,400,,No,Yes,,,,3.5,,Good,,Fast Food,400
Golden Chaat,,Noida,"Ground Floor, MSX Mall, Greater Noida, Noida",,,,,Fast Food,100,,No,No,,,,0,,Not rated,,Fast Food,100
Malt n Brew,,Noida,"Park Ascent, Plot 126, Noida Khoda Road, Opposite IIM Lucknow Noida Campus, Sector 62, Noida",,,,,"North Indian, Continental, Chinese",2000,,Yes,No,,,,0,,Not rated,,"North Indian, Continental, Chinese",2000
Cakewalk - Park Plaza,,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida",,,,,Bakery,500,,No,No,,,,3.4,,Average,,Bakery,500
New Town Lounge - Park Plaza,,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida",,,,,Continental,2000,,Yes,No,,,,3.2,,Average,,Continental,2000
New Town Cafe - Park Plaza,,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida",,,,,"Continental, Chinese, North Indian",2800,,Yes,No,,,,4.1,,Very Good,,"Continental, Chinese, North Indian",2800
S-18 - Radisson Blu,,Noida,"Radisson Blu Hotel, L-2, Sector 18, Noida",,,,,"Mediterranean, Continental, North Indian, Italian",3200,,Yes,No,,,,3.5,,Good,,"Mediterranean, Continental, North Indian, Italian",3200
Foodicious,,Noida,"B 33/ K 1C, Sector 1, Noida",,,,,"Fast Food, Street Food",300,,No,No,,,,0,,Not rated,,"Fast Food, Street Food",300
Rasoi Dil Se,,Noida,"B-40/B-3, Near Canara Bank, Sector 1, Noida",,,,,"North Indian, Chinese, Continental",400,,No,No,,,,0,,Not rated,,"North Indian, Chinese, Continental",400
Chip Chap Shahi Corner,,Noida,"C-117, Near Kohli Dharam Kanta, Sector 10, Noida",,,,,North Indian,200,,No,No,,,,2.9,,Average,,North Indian,200
Mother's Kitchen,,Noida,"D 205, Sector 10, Noida",,,,,North Indian,100,,No,No,,,,2.9,,Average,,North Indian,100
Food Express,,Noida,"C-94, Sector 10, Noida",,,,,"North Indian, Mughlai, Chinese",500,,No,No,,,,0,,Not rated,,"North Indian, Mughlai, Chinese",500
Lemonier,,Noida,"B-109, 2nd Floor, Sector 10, Noida",,,,,Bakery,200,,No,No,,,,0,,Not rated,,Bakery,200
Punjabi Zaika,,Noida,"B-2, Sector 10, Noida",,,,,North Indian,200,,No,No,,,,0,,Not rated,,North Indian,200
Robins Sweets & Restaurant,,Noida,"C-136, Gautam Budh Nagar, Sector 10, Noida",,,,,North Indian,350,,No,No,,,,0,,Not rated,,North Indian,350
TBH ‰ÛÒ To Be Healthy,,Noida,"C-225, Sector 10, Noida",,,,,"Juices, Healthy Food",500,,No,Yes,,,,4,,Very Good,,"Juices, Healthy Food",500
Mehfill,,Noida,"1 & 4, L Block Market, Behind Metro Hospital, Sector 11, Noida",,,,,"North Indian, Chinese, Mughlai",600,,No,Yes,,,,2.7,,Average,,"North Indian, Chinese, Mughlai",600
Punjabi Pakwaan,,Noida,"Shop 39 & 40, L-93-A, Sector 11, Noida",,,,,"North Indian, Chinese",800,,Yes,Yes,,,,3.3,,Average,,"North Indian, Chinese",800
Santushti,,Noida,"21, L Block Market, Behind Metro Hospital, Sector 11, Noida",,,,,"South Indian, North Indian, Chinese",300,,No,Yes,,,,2.6,,Average,,"South Indian, North Indian, Chinese",300
Uncle's,,Noida,"S-17 &18, L Block Market, Sector 11, Noida",,,,,"North Indian, Mughlai, Chinese",600,,No,Yes,,,,3.4,,Average,,"North Indian, Mughlai, Chinese",600
Cafe Limelight,,Noida,"T 36, Shop 6, Near Power House, Sector 11, Noida",,,,,"Cafe, North Indian, Italian",900,,No,Yes,,,,3.7,,Good,,"Cafe, North Indian, Italian",900
Rendezvous Adda,,Noida,"Shop H 17-27,  Near Sahara India LTD, Sector 11, Noida",,,,,"North Indian, Bengali",400,,No,No,,,,0,,Not rated,,"North Indian, Bengali",400
Wow Noodle,,Noida,"L Block Market, Behind Metro Hospital, Sector 11, Noida",,,,,Chinese,550,,No,Yes,,,,0,,Not rated,,Chinese,550
Wraps Cafe,,Noida,"L Block Market, Behind Metro Hospital, Sector 11, Noida",,,,,"Fast Food, North Indian",400,,No,Yes,,,,0,,Not rated,,"Fast Food, North Indian",400
Alley's Urbane Cafe,,Noida,"Main Road, Opposite Pathways Noida, Near PNB, Sector 104, Near Sector 110, Noida",,,,,"Cafe, Italian, Chinese",400,,No,No,,,,3.2,,Average,,"Cafe, Italian, Chinese",400
Backstreet Kitchen,,Noida,"12-A, Near Community Centre, Sector 104, Near, Sector 110, Noida",,,,,"North Indian, Mughlai, Chinese",500,,No,Yes,,,,3.4,,Average,,"North Indian, Mughlai, Chinese",500
Berco's,,Noida,"104, Hazipur, Sector 104, Near Sector 110, Noida",,,,,"Chinese, Thai",1100,,Yes,No,,,,3.1,,Average,,"Chinese, Thai",1100
Breaktym,,Noida,"Near Lotus Boulevrd, Gate 4, Sector 100, Near Sector 110, Noida",,,,,"North Indian, Mughlai",400,,No,Yes,,,,2.6,,Average,,"North Indian, Mughlai",400
Chawla's 2,,Noida,"A-2/17, Main Market, Opposite Kendriya Vihar, Sector 110, Noida",,,,,"North Indian, Mughlai, Chinese",1400,,No,Yes,,,,2.5,,Average,,"North Indian, Mughlai, Chinese",1400
Chicken Kraft,,Noida,"Shop 39-A, Behind HDFC Bank, Sector 110, Noida",,,,,"North Indian, Chinese",400,,No,No,,,,2.9,,Average,,"North Indian, Chinese",400
Chinese By Nature,,Noida,"GDA Market, Near HDFC Bank",,,,,Chinese,400,,No,No,,,,2.9,,Average,,Chinese,400
DV's Chinese Kitchen,,Noida,"Near ICICI Bank, GB Nagar, Sector 110, Noida",,,,,Chinese,300,,No,No,,,,2.8,,Average,,Chinese,300
Evergreen Sweets,,Noida,"A-2/27, Opposite Kendriya Vihar, Sector 110, Noida",,,,,"Mithai, Street Food",200,,No,No,,,,2.6,,Average,,"Mithai, Street Food",200
Green Chick Chop,,Noida,"Shop 32, Block A-2",,,,,"Raw Meats, Fast Food, North Indian",350,,No,No,,,,2.9,,Average,,"Raw Meats, Fast Food, North Indian",350
Hyderabad Delights,,Noida,"Shop 12, Opposite Yatharth Hospital, Gejha Road, Sector 110, Noida",,,,,"North Indian, Mughlai, Hyderabadi",400,,No,No,,,,3.3,,Average,,"North Indian, Mughlai, Hyderabadi",400
Kabab And Tadka,,Noida,"Opposite Pathways School, Main Road, Sector 104, Near Sector 110, Noida",,,,,North Indian,600,,No,Yes,,,,2.5,,Average,,North Indian,600
Kanha Bhog,,Noida,"A-2/33, Sector 110, Noida",,,,,"Mithai, Street Food",150,,No,No,,,,2.6,,Average,,"Mithai, Street Food",150
Mezbaan Jaika Restaurant,,Noida,"25, Opposite Kendriya Vihar, Sector 110, Noida",,,,,"Biryani, North Indian, Fast Food",500,,No,No,,,,2.7,,Average,,"Biryani, North Indian, Fast Food",500
Pind Balluchi,,Noida,"K Shri Plaza, Main Road Hazipur Village, Opposite Pathways School, Sector 104, Near Sector 110, Noida",,,,,"Biryani, North Indian, Mughlai",1000,,No,Yes,,,,2.6,,Average,,"Biryani, North Indian, Mughlai",1000
Red Capsicum,,Noida,"B-7, Sector 110, Noida",,,,,North Indian,500,,No,Yes,,,,2.6,,Average,,North Indian,500
Singh Foods,,Noida,"Opposite Pathway School, Sector 110, Noida",,,,,"North Indian, Mughlai",700,,No,Yes,,,,3.2,,Average,,"North Indian, Mughlai",700
Sparrows At Home Bakery & Cafe,,Noida,"First Floor, KM-01, Sector 104, Sector 110, Noida",,,,,"Cafe, Bakery",500,,No,No,,,,3.3,,Average,,"Cafe, Bakery",500
The New Koyla Kitchen,,Noida,"162-A, Sector 110, Noida",,,,,"North Indian, Chinese",600,,No,Yes,,,,2.7,,Average,,"North Indian, Chinese",600
Theyˆ_üˆ´Û,,Noida,"A2/11, First Floor, Sector 110 Main Market, Sector 110, Noida",,,,,"North Indian, Mughlai, Chinese",800,,No,Yes,,,,3.4,,Average,,"North Indian, Mughlai, Chinese",800
Your Spicy Kitchen,,Noida,"Shop 10, Vivek Vihar, Sector-82, Near, Sector 110, Noida",,,,,"Mughlai, Continental, Chinese",800,,Yes,No,,,,3.1,,Average,,"Mughlai, Continental, Chinese",800
Yumm Biryani,,Noida,"Shop 18, Ashirwad Complex, Sector 104, Near Sector 110",,,,,"Biryani, Mughlai",550,,No,Yes,,,,3.2,,Average,,"Biryani, Mughlai",550
Aureo Dine & Bake House,,Noida,"Shop 9, Block A-3, Sector 110, Noida",,,,,"North Indian, Chinese, Continental",1000,,Yes,Yes,,,,3.5,,Good,,"North Indian, Chinese, Continental",1000
Being Truckers,,Noida,"Opposite Lotus Panache, Sector 110, Noida",,,,,Fast Food,550,,No,Yes,,,,3.8,,Good,,Fast Food,550
China Leaf,,Noida,"Shop 17, Ashirwad Complex, Sector 104, Near, Sector 110, Noida",,,,,"Chinese, Thai",650,,No,Yes,,,,3.7,,Good,,"Chinese, Thai",650
Mera Vala Dabba,,Noida,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104, Near Sector 110, Noida",,,,,North Indian,400,,No,Yes,,,,3.6,,Good,,North Indian,400
Moti Mahal Delux- Legendary Culinary,,Noida,"12-A, Ashirwad Shopping Complex, Sector 104, Near Sector 110, Noida",,,,,"North Indian, Mughlai",900,,No,Yes,,,,3.6,,Good,,"North Indian, Mughlai",900
Noshh,,Noida,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104 , Noida",,,,,North Indian,850,,No,Yes,,,,3.6,,Good,,North Indian,850
